	chrom1	start1	end1	chrom2	start2	end2	region1	region2	contact_pair	dist_from_diag	pixel_size	gene1	gene2
417	chr9	830000	1040000	chr9	122210000	122220000	('chr9', 830000, 1040000)	('chr9', 122210000, 122220000)	(('chr9', 830000, 1040000), ('chr9', 122210000, 122220000))	121280000.0	2100000000	DMRT1,DMRT2,DMRT3	LHX6
418	chr9	830000	1040000	chr9	126610000	126620000	('chr9', 830000, 1040000)	('chr9', 126610000, 126620000)	(('chr9', 830000, 1040000), ('chr9', 126610000, 126620000))	125680000.0	2100000000	DMRT1,DMRT2,DMRT3	LMX1B,AL161908.1,AL161908.2
419	chr9	830000	1040000	chr9	132460000	132610000	('chr9', 830000, 1040000)	('chr9', 132460000, 132610000)	(('chr9', 830000, 1040000), ('chr9', 132460000, 132610000))	131600000.0	31500000000	DMRT1,DMRT2,DMRT3	TTF1,RNU5D-2P,CFAP77,BARHL1
420	chr9	14310000	14320000	chr9	21970000	21990000	('chr9', 14310000, 14320000)	('chr9', 21970000, 21990000)	(('chr9', 14310000, 14320000), ('chr9', 21970000, 21990000))	7665000.0	200000000	NFIB,AL136366.1	CDKN2A,CDKN2A-DT,AL359922.1
421	chr9	21970000	21990000	chr9	37010000	37030000	('chr9', 21970000, 21990000)	('chr9', 37010000, 37030000)	(('chr9', 21970000, 21990000), ('chr9', 37010000, 37030000))	15040000.0	400000000	CDKN2A,CDKN2A-DT,AL359922.1	PAX5,AL161781.2
422	chr9	21970000	21990000	chr9	68360000	68460000	('chr9', 21970000, 21990000)	('chr9', 68360000, 68460000)	(('chr9', 21970000, 21990000), ('chr9', 68360000, 68460000))	46430000.0	2000000000	CDKN2A,CDKN2A-DT,AL359922.1	PGM5,PGM5-AS1,AL161457.2
423	chr9	21970000	21990000	chr9	77010000	77020000	('chr9', 21970000, 21990000)	('chr9', 77010000, 77020000)	(('chr9', 21970000, 21990000), ('chr9', 77010000, 77020000))	55035000.0	200000000	CDKN2A,CDKN2A-DT,AL359922.1	FOXB2
424	chr9	21970000	21990000	chr9	122210000	122220000	('chr9', 21970000, 21990000)	('chr9', 122210000, 122220000)	(('chr9', 21970000, 21990000), ('chr9', 122210000, 122220000))	100235000.0	200000000	CDKN2A,CDKN2A-DT,AL359922.1	LHX6
425	chr9	21970000	21990000	chr9	126610000	126620000	('chr9', 21970000, 21990000)	('chr9', 126610000, 126620000)	(('chr9', 21970000, 21990000), ('chr9', 126610000, 126620000))	104635000.0	200000000	CDKN2A,CDKN2A-DT,AL359922.1	LMX1B,AL161908.1,AL161908.2
426	chr9	37010000	37030000	chr9	77010000	77020000	('chr9', 37010000, 37030000)	('chr9', 77010000, 77020000)	(('chr9', 37010000, 37030000), ('chr9', 77010000, 77020000))	39995000.0	200000000	PAX5,AL161781.2	FOXB2
427	chr9	37010000	37030000	chr9	93940000	93950000	('chr9', 37010000, 37030000)	('chr9', 93940000, 93950000)	(('chr9', 37010000, 37030000), ('chr9', 93940000, 93950000))	56925000.0	200000000	PAX5,AL161781.2	BARX1,BARX1-DT
428	chr9	37010000	37030000	chr9	97810000	97850000	('chr9', 37010000, 37030000)	('chr9', 97810000, 97850000)	(('chr9', 37010000, 37030000), ('chr9', 97810000, 97850000))	60810000.0	800000000	PAX5,AL161781.2	FOXE1,PTCSC2
429	chr9	37010000	37030000	chr9	122210000	122220000	('chr9', 37010000, 37030000)	('chr9', 122210000, 122220000)	(('chr9', 37010000, 37030000), ('chr9', 122210000, 122220000))	85195000.0	200000000	PAX5,AL161781.2	LHX6
430	chr9	37010000	37030000	chr9	126610000	126620000	('chr9', 37010000, 37030000)	('chr9', 126610000, 126620000)	(('chr9', 37010000, 37030000), ('chr9', 126610000, 126620000))	89595000.0	200000000	PAX5,AL161781.2	LMX1B,AL161908.1,AL161908.2
431	chr9	37010000	37030000	chr9	132460000	132610000	('chr9', 37010000, 37030000)	('chr9', 132460000, 132610000)	(('chr9', 37010000, 37030000), ('chr9', 132460000, 132610000))	95515000.0	3000000000	PAX5,AL161781.2	TTF1,RNU5D-2P,CFAP77,BARHL1
432	chr9	68360000	68460000	chr9	77010000	77020000	('chr9', 68360000, 68460000)	('chr9', 77010000, 77020000)	(('chr9', 68360000, 68460000), ('chr9', 77010000, 77020000))	8605000.0	1000000000	PGM5,PGM5-AS1,AL161457.2	FOXB2
433	chr9	77010000	77020000	chr9	93940000	93950000	('chr9', 77010000, 77020000)	('chr9', 93940000, 93950000)	(('chr9', 77010000, 77020000), ('chr9', 93940000, 93950000))	16930000.0	100000000	FOXB2	BARX1,BARX1-DT
434	chr9	77010000	77020000	chr9	97810000	97850000	('chr9', 77010000, 77020000)	('chr9', 97810000, 97850000)	(('chr9', 77010000, 77020000), ('chr9', 97810000, 97850000))	20815000.0	400000000	FOXB2	FOXE1,PTCSC2
435	chr9	77010000	77020000	chr9	122210000	122220000	('chr9', 77010000, 77020000)	('chr9', 122210000, 122220000)	(('chr9', 77010000, 77020000), ('chr9', 122210000, 122220000))	45200000.0	100000000	FOXB2	LHX6
436	chr9	77010000	77020000	chr9	126610000	126620000	('chr9', 77010000, 77020000)	('chr9', 126610000, 126620000)	(('chr9', 77010000, 77020000), ('chr9', 126610000, 126620000))	49600000.0	100000000	FOXB2	LMX1B,AL161908.1,AL161908.2
437	chr9	77010000	77020000	chr9	113000000	113020000	('chr9', 77010000, 77020000)	('chr9', 113000000, 113020000)	(('chr9', 77010000, 77020000), ('chr9', 113000000, 113020000))	35995000.0	200000000	FOXB2	ZNF883
438	chr9	93940000	93950000	chr9	97810000	97850000	('chr9', 93940000, 93950000)	('chr9', 97810000, 97850000)	(('chr9', 93940000, 93950000), ('chr9', 97810000, 97850000))	3885000.0	400000000	BARX1,BARX1-DT	FOXE1,PTCSC2
439	chr9	93940000	93950000	chr9	122210000	122220000	('chr9', 93940000, 93950000)	('chr9', 122210000, 122220000)	(('chr9', 93940000, 93950000), ('chr9', 122210000, 122220000))	28270000.0	100000000	BARX1,BARX1-DT	LHX6
440	chr9	93940000	93950000	chr9	126610000	126620000	('chr9', 93940000, 93950000)	('chr9', 126610000, 126620000)	(('chr9', 93940000, 93950000), ('chr9', 126610000, 126620000))	32670000.0	100000000	BARX1,BARX1-DT	LMX1B,AL161908.1,AL161908.2
441	chr9	93940000	93950000	chr9	132460000	132610000	('chr9', 93940000, 93950000)	('chr9', 132460000, 132610000)	(('chr9', 93940000, 93950000), ('chr9', 132460000, 132610000))	38590000.0	1500000000	BARX1,BARX1-DT	TTF1,RNU5D-2P,CFAP77,BARHL1
442	chr9	97810000	97850000	chr9	122210000	122220000	('chr9', 97810000, 97850000)	('chr9', 122210000, 122220000)	(('chr9', 97810000, 97850000), ('chr9', 122210000, 122220000))	24385000.0	400000000	FOXE1,PTCSC2	LHX6
443	chr9	97810000	97850000	chr9	113000000	113020000	('chr9', 97810000, 97850000)	('chr9', 113000000, 113020000)	(('chr9', 97810000, 97850000), ('chr9', 113000000, 113020000))	15180000.0	800000000	FOXE1,PTCSC2	ZNF883
444	chr9	122210000	122220000	chr9	126610000	126620000	('chr9', 122210000, 122220000)	('chr9', 126610000, 126620000)	(('chr9', 122210000, 122220000), ('chr9', 126610000, 126620000))	4400000.0	100000000	LHX6	LMX1B,AL161908.1,AL161908.2
445	chr9	122210000	122220000	chr9	132460000	132610000	('chr9', 122210000, 122220000)	('chr9', 132460000, 132610000)	(('chr9', 122210000, 122220000), ('chr9', 132460000, 132610000))	10320000.0	1500000000	LHX6	TTF1,RNU5D-2P,CFAP77,BARHL1
446	chr9	122210000	122220000	chr9	113000000	113020000	('chr9', 122210000, 122220000)	('chr9', 113000000, 113020000)	(('chr9', 122210000, 122220000), ('chr9', 113000000, 113020000))	9205000.0	200000000	LHX6	ZNF883
447	chr9	126610000	126620000	chr9	132460000	132610000	('chr9', 126610000, 126620000)	('chr9', 132460000, 132610000)	(('chr9', 126610000, 126620000), ('chr9', 132460000, 132610000))	5920000.0	1500000000	LMX1B,AL161908.1,AL161908.2	TTF1,RNU5D-2P,CFAP77,BARHL1
448	chr9	132460000	132610000	chr17	48500000	48640000	('chr9', 132460000, 132610000)	('chr17', 48500000, 48640000)	(('chr9', 132460000, 132610000), ('chr17', 48500000, 48640000))	83965000.0	21000000000	TTF1,RNU5D-2P,CFAP77,BARHL1	HOXB1,HOXB2,HOXB3,HOXB4,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,HOXB-AS1,HOXB-AS2,HOXB-AS3,AC103702.1,HOXB-AS4,MIR196A1,AC103702.2,LINC02086
449	chr9	132460000	132610000	chr17	79780000	79800000	('chr9', 132460000, 132610000)	('chr17', 79780000, 79800000)	(('chr9', 132460000, 132610000), ('chr17', 79780000, 79800000))	52745000.0	3000000000	TTF1,RNU5D-2P,CFAP77,BARHL1	CBX2,CBX8,AC100791.2
450	chr10	8050000	8060000	chr10	22330000	22340000	('chr10', 8050000, 8060000)	('chr10', 22330000, 22340000)	(('chr10', 8050000, 8060000), ('chr10', 22330000, 22340000))	14280000.0	100000000	GATA3,GATA3-AS1	SPAG6,AL158211.3
451	chr10	8050000	8060000	chr10	26200000	26220000	('chr10', 8050000, 8060000)	('chr10', 26200000, 26220000)	(('chr10', 8050000, 8060000), ('chr10', 26200000, 26220000))	18155000.0	200000000	GATA3,GATA3-AS1	GAD2
452	chr10	8050000	8060000	chr10	99520000	99540000	('chr10', 8050000, 8060000)	('chr10', 99520000, 99540000)	(('chr10', 8050000, 8060000), ('chr10', 99520000, 99540000))	91475000.0	200000000	GATA3,GATA3-AS1	NKX2-3,LINC01475
453	chr10	8050000	8060000	chr10	100730000	100750000	('chr10', 8050000, 8060000)	('chr10', 100730000, 100750000)	(('chr10', 8050000, 8060000), ('chr10', 100730000, 100750000))	92685000.0	200000000	GATA3,GATA3-AS1	PAX2
454	chr10	8050000	8060000	chr10	101220000	101240000	('chr10', 8050000, 8060000)	('chr10', 101220000, 101240000)	(('chr10', 8050000, 8060000), ('chr10', 101220000, 101240000))	93175000.0	200000000	GATA3,GATA3-AS1	LBX1,LBX1-AS1
455	chr10	8050000	8060000	chr10	117140000	117150000	('chr10', 8050000, 8060000)	('chr10', 117140000, 117150000)	(('chr10', 8050000, 8060000), ('chr10', 117140000, 117150000))	109090000.0	100000000	GATA3,GATA3-AS1	VAX1,MIR3663
456	chr10	8050000	8060000	chr10	117530000	117540000	('chr10', 8050000, 8060000)	('chr10', 117530000, 117540000)	(('chr10', 8050000, 8060000), ('chr10', 117530000, 117540000))	109480000.0	100000000	GATA3,GATA3-AS1	EMX2,EMX2OS
457	chr10	8050000	8060000	chr10	118230000	118240000	('chr10', 8050000, 8060000)	('chr10', 118230000, 118240000)	(('chr10', 8050000, 8060000), ('chr10', 118230000, 118240000))	110180000.0	100000000	GATA3,GATA3-AS1	AL354863.1
458	chr10	8050000	8060000	chr10	123130000	123140000	('chr10', 8050000, 8060000)	('chr10', 123130000, 123140000)	(('chr10', 8050000, 8060000), ('chr10', 123130000, 123140000))	115080000.0	100000000	GATA3,GATA3-AS1	HMX3
459	chr10	8050000	8060000	chr10	129960000	129970000	('chr10', 8050000, 8060000)	('chr10', 129960000, 129970000)	(('chr10', 8050000, 8060000), ('chr10', 129960000, 129970000))	121910000.0	100000000	GATA3,GATA3-AS1	EBF3
460	chr10	22330000	22340000	chr10	23180000	23190000	('chr10', 22330000, 22340000)	('chr10', 23180000, 23190000)	(('chr10', 22330000, 22340000), ('chr10', 23180000, 23190000))	850000.0	100000000	SPAG6,AL158211.3	PTF1A
461	chr10	23180000	23190000	chr10	26200000	26220000	('chr10', 23180000, 23190000)	('chr10', 26200000, 26220000)	(('chr10', 23180000, 23190000), ('chr10', 26200000, 26220000))	3025000.0	200000000	PTF1A	GAD2
462	chr10	26200000	26220000	chr10	99520000	99540000	('chr10', 26200000, 26220000)	('chr10', 99520000, 99540000)	(('chr10', 26200000, 26220000), ('chr10', 99520000, 99540000))	73320000.0	400000000	GAD2	NKX2-3,LINC01475
463	chr10	26200000	26220000	chr10	117530000	117540000	('chr10', 26200000, 26220000)	('chr10', 117530000, 117540000)	(('chr10', 26200000, 26220000), ('chr10', 117530000, 117540000))	91325000.0	200000000	GAD2	EMX2,EMX2OS
464	chr10	75390000	75430000	chr10	99520000	99540000	('chr10', 75390000, 75430000)	('chr10', 99520000, 99540000)	(('chr10', 75390000, 75430000), ('chr10', 99520000, 99540000))	24120000.0	800000000	ZNF503,SPA17P1,AC010997.4,ZNF503-AS2,AC010997.3	NKX2-3,LINC01475
465	chr10	99520000	99540000	chr10	100730000	100750000	('chr10', 99520000, 99540000)	('chr10', 100730000, 100750000)	(('chr10', 99520000, 99540000), ('chr10', 100730000, 100750000))	1210000.0	400000000	NKX2-3,LINC01475	PAX2
466	chr10	99520000	99540000	chr10	101220000	101240000	('chr10', 99520000, 99540000)	('chr10', 101220000, 101240000)	(('chr10', 99520000, 99540000), ('chr10', 101220000, 101240000))	1700000.0	400000000	NKX2-3,LINC01475	LBX1,LBX1-AS1
467	chr10	99520000	99540000	chr10	117140000	117150000	('chr10', 99520000, 99540000)	('chr10', 117140000, 117150000)	(('chr10', 99520000, 99540000), ('chr10', 117140000, 117150000))	17615000.0	200000000	NKX2-3,LINC01475	VAX1,MIR3663
468	chr10	99520000	99540000	chr10	117530000	117540000	('chr10', 99520000, 99540000)	('chr10', 117530000, 117540000)	(('chr10', 99520000, 99540000), ('chr10', 117530000, 117540000))	18005000.0	200000000	NKX2-3,LINC01475	EMX2,EMX2OS
469	chr10	99520000	99540000	chr10	118230000	118240000	('chr10', 99520000, 99540000)	('chr10', 118230000, 118240000)	(('chr10', 99520000, 99540000), ('chr10', 118230000, 118240000))	18705000.0	200000000	NKX2-3,LINC01475	AL354863.1
470	chr10	99520000	99540000	chr10	123130000	123140000	('chr10', 99520000, 99540000)	('chr10', 123130000, 123140000)	(('chr10', 99520000, 99540000), ('chr10', 123130000, 123140000))	23605000.0	200000000	NKX2-3,LINC01475	HMX3
471	chr10	99520000	99540000	chr10	129960000	129970000	('chr10', 99520000, 99540000)	('chr10', 129960000, 129970000)	(('chr10', 99520000, 99540000), ('chr10', 129960000, 129970000))	30435000.0	200000000	NKX2-3,LINC01475	EBF3
472	chr10	100730000	100750000	chr10	101220000	101240000	('chr10', 100730000, 100750000)	('chr10', 101220000, 101240000)	(('chr10', 100730000, 100750000), ('chr10', 101220000, 101240000))	490000.0	400000000	PAX2	LBX1,LBX1-AS1
473	chr10	100730000	100750000	chr10	117140000	117150000	('chr10', 100730000, 100750000)	('chr10', 117140000, 117150000)	(('chr10', 100730000, 100750000), ('chr10', 117140000, 117150000))	16405000.0	200000000	PAX2	VAX1,MIR3663
474	chr10	100730000	100750000	chr10	118230000	118240000	('chr10', 100730000, 100750000)	('chr10', 118230000, 118240000)	(('chr10', 100730000, 100750000), ('chr10', 118230000, 118240000))	17495000.0	200000000	PAX2	AL354863.1
475	chr10	100730000	100750000	chr10	123130000	123140000	('chr10', 100730000, 100750000)	('chr10', 123130000, 123140000)	(('chr10', 100730000, 100750000), ('chr10', 123130000, 123140000))	22395000.0	200000000	PAX2	HMX3
476	chr10	100730000	100750000	chr10	129960000	129970000	('chr10', 100730000, 100750000)	('chr10', 129960000, 129970000)	(('chr10', 100730000, 100750000), ('chr10', 129960000, 129970000))	29225000.0	200000000	PAX2	EBF3
477	chr10	100730000	100750000	chr12	53900000	54070000	('chr10', 100730000, 100750000)	('chr12', 53900000, 54070000)	(('chr10', 100730000, 100750000), ('chr12', 53900000, 54070000))	46755000.0	3400000000	PAX2	HOXC4,HOXC5,HOXC8,HOXC9,HOXC10,HOXC11,HOXC12,HOXC13,AC012531.1,HOXC-AS1,HOXC-AS2,MIR196A2,HOXC-AS3,HOTAIR,AC012531.4,RF01906,RF01905,HOXC13-AS
478	chr10	101220000	101240000	chr10	117140000	117150000	('chr10', 101220000, 101240000)	('chr10', 117140000, 117150000)	(('chr10', 101220000, 101240000), ('chr10', 117140000, 117150000))	15915000.0	200000000	LBX1,LBX1-AS1	VAX1,MIR3663
479	chr10	101220000	101240000	chr10	123130000	123140000	('chr10', 101220000, 101240000)	('chr10', 123130000, 123140000)	(('chr10', 101220000, 101240000), ('chr10', 123130000, 123140000))	21905000.0	200000000	LBX1,LBX1-AS1	HMX3
480	chr10	101220000	101240000	chr10	129960000	129970000	('chr10', 101220000, 101240000)	('chr10', 129960000, 129970000)	(('chr10', 101220000, 101240000), ('chr10', 129960000, 129970000))	28735000.0	200000000	LBX1,LBX1-AS1	EBF3
481	chr10	117140000	117150000	chr10	118230000	118240000	('chr10', 117140000, 117150000)	('chr10', 118230000, 118240000)	(('chr10', 117140000, 117150000), ('chr10', 118230000, 118240000))	1090000.0	100000000	VAX1,MIR3663	AL354863.1
482	chr10	117140000	117150000	chr10	123130000	123140000	('chr10', 117140000, 117150000)	('chr10', 123130000, 123140000)	(('chr10', 117140000, 117150000), ('chr10', 123130000, 123140000))	5990000.0	100000000	VAX1,MIR3663	HMX3
483	chr10	117140000	117150000	chr10	129960000	129970000	('chr10', 117140000, 117150000)	('chr10', 129960000, 129970000)	(('chr10', 117140000, 117150000), ('chr10', 129960000, 129970000))	12820000.0	100000000	VAX1,MIR3663	EBF3
484	chr10	117530000	117540000	chr10	118230000	118240000	('chr10', 117530000, 117540000)	('chr10', 118230000, 118240000)	(('chr10', 117530000, 117540000), ('chr10', 118230000, 118240000))	700000.0	100000000	EMX2,EMX2OS	AL354863.1
485	chr10	117530000	117540000	chr10	123130000	123140000	('chr10', 117530000, 117540000)	('chr10', 123130000, 123140000)	(('chr10', 117530000, 117540000), ('chr10', 123130000, 123140000))	5600000.0	100000000	EMX2,EMX2OS	HMX3
486	chr10	117530000	117540000	chr10	129960000	129970000	('chr10', 117530000, 117540000)	('chr10', 129960000, 129970000)	(('chr10', 117530000, 117540000), ('chr10', 129960000, 129970000))	12430000.0	100000000	EMX2,EMX2OS	EBF3
487	chr10	118230000	118240000	chr10	123130000	123140000	('chr10', 118230000, 118240000)	('chr10', 123130000, 123140000)	(('chr10', 118230000, 118240000), ('chr10', 123130000, 123140000))	4900000.0	100000000	AL354863.1	HMX3
488	chr10	118230000	118240000	chr10	129960000	129970000	('chr10', 118230000, 118240000)	('chr10', 129960000, 129970000)	(('chr10', 118230000, 118240000), ('chr10', 129960000, 129970000))	11730000.0	100000000	AL354863.1	EBF3
489	chr10	123130000	123140000	chr10	129960000	129970000	('chr10', 123130000, 123140000)	('chr10', 129960000, 129970000)	(('chr10', 123130000, 123140000), ('chr10', 129960000, 129970000))	6830000.0	100000000	HMX3	EBF3
490	chr11	20160000	20170000	chr11	31810000	31820000	('chr11', 20160000, 20170000)	('chr11', 31810000, 31820000)	(('chr11', 20160000, 20170000), ('chr11', 31810000, 31820000))	11650000.0	100000000	DBX1	PAX6,PAUPAR
491	chr11	20160000	20170000	chr11	32430000	32440000	('chr11', 20160000, 20170000)	('chr11', 32430000, 32440000)	(('chr11', 20160000, 20170000), ('chr11', 32430000, 32440000))	12270000.0	100000000	DBX1	WT1,WT1-AS
492	chr11	20160000	20170000	chr11	44310000	44320000	('chr11', 20160000, 20170000)	('chr11', 44310000, 44320000)	(('chr11', 20160000, 20170000), ('chr11', 44310000, 44320000))	24150000.0	100000000	DBX1	ALX4
493	chr11	20600000	20610000	chr11	31810000	31820000	('chr11', 20600000, 20610000)	('chr11', 31810000, 31820000)	(('chr11', 20600000, 20610000), ('chr11', 31810000, 31820000))	11210000.0	100000000	SLC6A5	PAX6,PAUPAR
494	chr11	20600000	20610000	chr11	32430000	32440000	('chr11', 20600000, 20610000)	('chr11', 32430000, 32440000)	(('chr11', 20600000, 20610000), ('chr11', 32430000, 32440000))	11830000.0	100000000	SLC6A5	WT1,WT1-AS
495	chr11	20600000	20610000	chr11	44310000	44320000	('chr11', 20600000, 20610000)	('chr11', 44310000, 44320000)	(('chr11', 20600000, 20610000), ('chr11', 44310000, 44320000))	23710000.0	100000000	SLC6A5	ALX4
496	chr11	31810000	31820000	chr11	32430000	32440000	('chr11', 31810000, 31820000)	('chr11', 32430000, 32440000)	(('chr11', 31810000, 31820000), ('chr11', 32430000, 32440000))	620000.0	100000000	PAX6,PAUPAR	WT1,WT1-AS
497	chr11	31810000	31820000	chr11	44310000	44320000	('chr11', 31810000, 31820000)	('chr11', 44310000, 44320000)	(('chr11', 31810000, 31820000), ('chr11', 44310000, 44320000))	12500000.0	100000000	PAX6,PAUPAR	ALX4
498	chr11	32430000	32440000	chr11	44310000	44320000	('chr11', 32430000, 32440000)	('chr11', 44310000, 44320000)	(('chr11', 32430000, 32440000), ('chr11', 44310000, 44320000))	11880000.0	100000000	WT1,WT1-AS	ALX4
499	chr11	44310000	44320000	chr11	122960000	122970000	('chr11', 44310000, 44320000)	('chr11', 122960000, 122970000)	(('chr11', 44310000, 44320000), ('chr11', 122960000, 122970000))	78650000.0	100000000	ALX4	BSX
500	chr11	44310000	44320000	chr11	128680000	128700000	('chr11', 44310000, 44320000)	('chr11', 128680000, 128700000)	(('chr11', 44310000, 44320000), ('chr11', 128680000, 128700000))	84375000.0	200000000	ALX4	FLI1,SENCR,AP001122.1
501	chr11	122960000	122970000	chr12	53900000	54070000	('chr11', 122960000, 122970000)	('chr12', 53900000, 54070000)	(('chr11', 122960000, 122970000), ('chr12', 53900000, 54070000))	68980000.0	1700000000	BSX	HOXC4,HOXC5,HOXC8,HOXC9,HOXC10,HOXC11,HOXC12,HOXC13,AC012531.1,HOXC-AS1,HOXC-AS2,MIR196A2,HOXC-AS3,HOTAIR,AC012531.4,RF01906,RF01905,HOXC13-AS
502	chr12	53900000	54070000	chr12	85270000	85280000	('chr12', 53900000, 54070000)	('chr12', 85270000, 85280000)	(('chr12', 53900000, 54070000), ('chr12', 85270000, 85280000))	31290000.0	1700000000	HOXC4,HOXC5,HOXC8,HOXC9,HOXC10,HOXC11,HOXC12,HOXC13,AC012531.1,HOXC-AS1,HOXC-AS2,MIR196A2,HOXC-AS3,HOTAIR,AC012531.4,RF01906,RF01905,HOXC13-AS	ALX1
503	chr12	53900000	54070000	chr12	113460000	113470000	('chr12', 53900000, 54070000)	('chr12', 113460000, 113470000)	(('chr12', 53900000, 54070000), ('chr12', 113460000, 113470000))	59480000.0	1700000000	HOXC4,HOXC5,HOXC8,HOXC9,HOXC10,HOXC11,HOXC12,HOXC13,AC012531.1,HOXC-AS1,HOXC-AS2,MIR196A2,HOXC-AS3,HOTAIR,AC012531.4,RF01906,RF01905,HOXC13-AS	LHX5,LHX5-AS1
504	chr12	53900000	54070000	chr12	114390000	114400000	('chr12', 53900000, 54070000)	('chr12', 114390000, 114400000)	(('chr12', 53900000, 54070000), ('chr12', 114390000, 114400000))	60410000.0	1700000000	HOXC4,HOXC5,HOXC8,HOXC9,HOXC10,HOXC11,HOXC12,HOXC13,AC012531.1,HOXC-AS1,HOXC-AS2,MIR196A2,HOXC-AS3,HOTAIR,AC012531.4,RF01906,RF01905,HOXC13-AS	TBX5,TBX5-AS1
505	chr12	53900000	54070000	chr12	114680000	114690000	('chr12', 53900000, 54070000)	('chr12', 114680000, 114690000)	(('chr12', 53900000, 54070000), ('chr12', 114680000, 114690000))	60700000.0	1700000000	HOXC4,HOXC5,HOXC8,HOXC9,HOXC10,HOXC11,HOXC12,HOXC13,AC012531.1,HOXC-AS1,HOXC-AS2,MIR196A2,HOXC-AS3,HOTAIR,AC012531.4,RF01906,RF01905,HOXC13-AS	TBX3
506	chr12	53900000	54070000	chr12	130160000	130170000	('chr12', 53900000, 54070000)	('chr12', 130160000, 130170000)	(('chr12', 53900000, 54070000), ('chr12', 130160000, 130170000))	76180000.0	1700000000	HOXC4,HOXC5,HOXC8,HOXC9,HOXC10,HOXC11,HOXC12,HOXC13,AC012531.1,HOXC-AS1,HOXC-AS2,MIR196A2,HOXC-AS3,HOTAIR,AC012531.4,RF01906,RF01905,HOXC13-AS	FZD10,FZD10-DT
507	chr12	53900000	54070000	chr15	76310000	76330000	('chr12', 53900000, 54070000)	('chr15', 76310000, 76330000)	(('chr12', 53900000, 54070000), ('chr15', 76310000, 76330000))	22335000.0	3400000000	HOXC4,HOXC5,HOXC8,HOXC9,HOXC10,HOXC11,HOXC12,HOXC13,AC012531.1,HOXC-AS1,HOXC-AS2,MIR196A2,HOXC-AS3,HOTAIR,AC012531.4,RF01906,RF01905,HOXC13-AS	ISL2,AC027243.1
508	chr12	53900000	54070000	chr17	48500000	48640000	('chr12', 53900000, 54070000)	('chr17', 48500000, 48640000)	(('chr12', 53900000, 54070000), ('chr17', 48500000, 48640000))	5415000.0	23800000000	HOXC4,HOXC5,HOXC8,HOXC9,HOXC10,HOXC11,HOXC12,HOXC13,AC012531.1,HOXC-AS1,HOXC-AS2,MIR196A2,HOXC-AS3,HOTAIR,AC012531.4,RF01906,RF01905,HOXC13-AS	HOXB1,HOXB2,HOXB3,HOXB4,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,HOXB-AS1,HOXB-AS2,HOXB-AS3,AC103702.1,HOXB-AS4,MIR196A1,AC103702.2,LINC02086
509	chr12	85270000	85280000	chr12	113460000	113470000	('chr12', 85270000, 85280000)	('chr12', 113460000, 113470000)	(('chr12', 85270000, 85280000), ('chr12', 113460000, 113470000))	28190000.0	100000000	ALX1	LHX5,LHX5-AS1
510	chr12	85270000	85280000	chr12	114390000	114400000	('chr12', 85270000, 85280000)	('chr12', 114390000, 114400000)	(('chr12', 85270000, 85280000), ('chr12', 114390000, 114400000))	29120000.0	100000000	ALX1	TBX5,TBX5-AS1
511	chr12	113460000	113470000	chr12	114390000	114400000	('chr12', 113460000, 113470000)	('chr12', 114390000, 114400000)	(('chr12', 113460000, 113470000), ('chr12', 114390000, 114400000))	930000.0	100000000	LHX5,LHX5-AS1	TBX5,TBX5-AS1
512	chr12	113460000	113470000	chr12	114680000	114690000	('chr12', 113460000, 113470000)	('chr12', 114680000, 114690000)	(('chr12', 113460000, 113470000), ('chr12', 114680000, 114690000))	1220000.0	100000000	LHX5,LHX5-AS1	TBX3
513	chr12	114390000	114400000	chr17	79780000	79800000	('chr12', 114390000, 114400000)	('chr17', 79780000, 79800000)	(('chr12', 114390000, 114400000), ('chr17', 79780000, 79800000))	34605000.0	200000000	TBX5,TBX5-AS1	CBX2,CBX8,AC100791.2
514	chr13	20120000	20200000	chr13	27920000	27990000	('chr13', 20120000, 20200000)	('chr13', 27920000, 27990000)	(('chr13', 20120000, 20200000), ('chr13', 27920000, 27990000))	7795000.0	5600000000	GJA3,GJB2,GJB6,PPIAP28,LINC00556,AL138688.1	CDX2,PDX1,PLUT,ATP5F1EP2,LINC00543,RN7SL272P
515	chr13	20120000	20200000	chr13	52850000	52860000	('chr13', 20120000, 20200000)	('chr13', 52850000, 52860000)	(('chr13', 20120000, 20200000), ('chr13', 52850000, 52860000))	32695000.0	800000000	GJA3,GJB2,GJB6,PPIAP28,LINC00556,AL138688.1	PCDH8
516	chr13	20120000	20200000	chr13	78580000	78600000	('chr13', 20120000, 20200000)	('chr13', 78580000, 78600000)	(('chr13', 20120000, 20200000), ('chr13', 78580000, 78600000))	58430000.0	1600000000	GJA3,GJB2,GJB6,PPIAP28,LINC00556,AL138688.1	POU4F1,RNF219-AS1
517	chr13	20120000	20200000	chr13	94700000	94710000	('chr13', 20120000, 20200000)	('chr13', 94700000, 94710000)	(('chr13', 20120000, 20200000), ('chr13', 94700000, 94710000))	74545000.0	800000000	GJA3,GJB2,GJB6,PPIAP28,LINC00556,AL138688.1	SOX21,SOX21-AS1
