,GO id,GO name,GO namespace,p-value,corrected p-value,cluster freq,background freq
194,GO:0016074,sno(s)RNA metabolic process,biological_process,1.2471548638803964e-07,2.927296313836192e-06,6/321 (1.87%),16/19699 (0.08%)
195,GO:0051093,negative regulation of developmental process,biological_process,1.4141068658938926e-07,3.289124955081891e-06,38/321 (11.84%),920/19699 (4.67%)
196,GO:0042981,regulation of apoptotic process,biological_process,1.415681922986962e-07,3.289124955081891e-06,51/321 (15.89%),1448/19699 (7.35%)
197,GO:0106222,lncRNA binding,molecular_function,1.4408859520791416e-07,3.330775253871834e-06,7/321 (2.18%),26/19699 (0.13%)
198,GO:0051168,nuclear export,biological_process,1.613092368976798e-07,3.7101124486466352e-06,13/321 (4.05%),127/19699 (0.64%)
199,GO:0065008,regulation of biological quality,biological_process,1.6310348718077115e-07,3.7326233041319477e-06,84/321 (26.17%),2976/19699 (15.11%)
200,GO:0034708,methyltransferase complex,cellular_component,1.9682253548183207e-07,4.481874352738037e-06,12/321 (3.74%),108/19699 (0.55%)
201,GO:0009057,macromolecule catabolic process,biological_process,2.175122460882161e-07,4.928482922503787e-06,41/321 (12.77%),1054/19699 (5.35%)
202,GO:0010720,positive regulation of cell development,biological_process,2.6225596962826584e-07,5.913032379254053e-06,24/321 (7.48%),439/19699 (2.23%)
203,GO:0009952,anterior/posterior pattern specification,biological_process,3.2963079408315755e-07,7.395686982934373e-06,16/321 (4.98%),208/19699 (1.06%)
204,GO:0022607,cellular component assembly,biological_process,3.481333847258876e-07,7.772714643367745e-06,73/321 (22.74%),2494/19699 (12.66%)
205,GO:1903900,regulation of viral life cycle,biological_process,3.572909795549253e-07,7.93845055059657e-06,12/321 (3.74%),114/19699 (0.58%)
206,GO:0033044,regulation of chromosome organization,biological_process,4.558269317428471e-07,1.0078839935202952e-05,17/321 (5.30%),240/19699 (1.22%)
207,GO:0005737,cytoplasm,cellular_component,4.744798376650426e-07,1.0348760692332761e-05,243/321 (75.70%),12373/19699 (62.81%)
208,GO:0016887,ATP hydrolysis activity,molecular_function,4.744871067716959e-07,1.0348760692332761e-05,23/321 (7.17%),421/19699 (2.14%)
209,GO:0071044,histone mRNA catabolic process,biological_process,4.748175104631593e-07,1.0348760692332761e-05,5/321 (1.56%),11/19699 (0.06%)
210,GO:0048731,system development,biological_process,5.560211536627441e-07,1.2061179243196112e-05,95/321 (29.60%),3617/19699 (18.36%)
211,GO:0048856,anatomical structure development,biological_process,7.11956181942577e-07,1.537086530543007e-05,126/321 (39.25%),5285/19699 (26.83%)
212,GO:0012501,programmed cell death,biological_process,7.45231629405361e-07,1.601373318210487e-05,41/321 (12.77%),1105/19699 (5.61%)
213,GO:0042254,ribosome biogenesis,biological_process,7.627131336094099e-07,1.6312794451076027e-05,19/321 (5.92%),307/19699 (1.56%)
214,GO:0006915,apoptotic process,biological_process,7.778137253540459e-07,1.655838800439753e-05,40/321 (12.46%),1066/19699 (5.41%)
215,GO:0070935,3'-UTR-mediated mRNA stabilization,biological_process,7.88897835093487e-07,1.6716599033439305e-05,6/321 (1.87%),21/19699 (0.11%)
216,GO:0051239,regulation of multicellular organismal process,biological_process,9.664439190700523e-07,2.038439547273562e-05,81/321 (25.23%),2953/19699 (14.99%)
217,GO:0035279,miRNA-mediated gene silencing by mRNA destabilization,biological_process,1.0117322189440669e-06,2.124173562434401e-05,4/321 (1.25%),6/19699 (0.03%)
218,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,molecular_function,1.051548287463729e-06,2.197687904895657e-05,41/321 (12.77%),1120/19699 (5.69%)
219,GO:0031490,chromatin DNA binding,molecular_function,1.058201682318408e-06,2.2015404999869787e-05,12/321 (3.74%),126/19699 (0.64%)
220,GO:0070034,telomerase RNA binding,molecular_function,1.0699183125190966e-06,2.215844396561043e-05,6/321 (1.87%),22/19699 (0.11%)
221,GO:0044419,biological process involved in interspecies interaction between organisms,biological_process,1.147106279865316e-06,2.358756595492577e-05,52/321 (16.20%),1596/19699 (8.10%)
222,GO:0001222,transcription corepressor binding,molecular_function,1.1492303272773535e-06,2.358756595492577e-05,8/321 (2.49%),49/19699 (0.25%)
223,GO:0043009,chordate embryonic development,biological_process,1.163462627237144e-06,2.377307341457325e-05,30/321 (9.35%),691/19699 (3.51%)
224,GO:0140657,ATP-dependent activity,molecular_function,1.2973900228103834e-06,2.6391796152902775e-05,27/321 (8.41%),585/19699 (2.97%)
225,GO:0002039,p53 binding,molecular_function,1.739698102618984e-06,3.523273546764199e-05,9/321 (2.80%),69/19699 (0.35%)
226,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",biological_process,1.9335778266432794e-06,3.898672120064445e-05,7/321 (2.18%),37/19699 (0.19%)
227,GO:0048511,rhythmic process,biological_process,2.208059308413328e-06,4.432582216933246e-05,17/321 (5.30%),269/19699 (1.37%)
228,GO:0033554,cellular response to stress,biological_process,2.337229106829948e-06,4.671396341467542e-05,52/321 (16.20%),1635/19699 (8.30%)
229,GO:0016922,nuclear receptor binding,molecular_function,2.575665074895197e-06,5.125573499041441e-05,12/321 (3.74%),137/19699 (0.70%)
230,GO:0004518,nuclease activity,molecular_function,2.7796687979485156e-06,5.507594843381106e-05,15/321 (4.67%),216/19699 (1.10%)
231,GO:1903798,regulation of miRNA processing,biological_process,2.9249370883373707e-06,5.7704470057414415e-05,5/321 (1.56%),15/19699 (0.08%)
232,GO:0031507,heterochromatin formation,biological_process,2.999278675684136e-06,5.891716093822442e-05,12/321 (3.74%),139/19699 (0.71%)
233,GO:1905354,exoribonuclease complex,cellular_component,3.124800313340673e-06,6.112055997504386e-05,6/321 (1.87%),26/19699 (0.13%)
234,GO:0006913,nucleocytoplasmic transport,biological_process,3.2028379862829365e-06,6.238038069454044e-05,16/321 (4.98%),247/19699 (1.25%)
235,GO:0008094,"ATP-dependent activity, acting on DNA",molecular_function,3.388003194531123e-06,6.570716364986844e-05,11/321 (3.43%),117/19699 (0.59%)
236,GO:0003713,transcription coactivator activity,molecular_function,3.4441738139194697e-06,6.651469850763466e-05,17/321 (5.30%),278/19699 (1.41%)
237,GO:0140097,"catalytic activity, acting on DNA",molecular_function,3.74104177823505e-06,7.19443202478228e-05,16/321 (4.98%),250/19699 (1.27%)
238,GO:0003002,regionalization,biological_process,3.856729250328117e-06,7.385878568515394e-05,21/321 (6.54%),408/19699 (2.07%)
239,GO:0030532,small nuclear ribonucleoprotein complex,cellular_component,3.957857036310972e-06,7.547963189664716e-05,9/321 (2.80%),76/19699 (0.39%)
240,GO:0070920,regulation of regulatory ncRNA processing,biological_process,4.197765089223431e-06,7.972270047043836e-05,5/321 (1.56%),16/19699 (0.08%)
241,GO:0070887,cellular response to chemical stimulus,biological_process,4.215189508952134e-06,7.972281976228891e-05,58/321 (18.07%),1945/19699 (9.87%)
242,GO:0044530,supraspliceosomal complex,cellular_component,4.287254803039259e-06,8.042116898979791e-05,3/321 (0.93%),3/19699 (0.02%)
243,GO:0099577,"regulation of translation at presynapse, modulating synaptic transmission",biological_process,4.287254803039259e-06,8.042116898979791e-05,3/321 (0.93%),3/19699 (0.02%)
244,GO:0009451,RNA modification,biological_process,4.506180765913037e-06,8.418281373707742e-05,13/321 (4.05%),170/19699 (0.86%)
245,GO:1903608,protein localization to cytoplasmic stress granule,biological_process,4.600761285630562e-06,8.491001775939953e-05,4/321 (1.25%),8/19699 (0.04%)
246,GO:0032909,regulation of transforming growth factor beta2 production,biological_process,4.600761285630562e-06,8.491001775939953e-05,4/321 (1.25%),8/19699 (0.04%)
247,GO:0071051,poly(A)-dependent snoRNA 3'-end processing,biological_process,4.600761285630562e-06,8.491001775939953e-05,4/321 (1.25%),8/19699 (0.04%)
248,GO:0071345,cellular response to cytokine stimulus,biological_process,4.7409961614996605e-06,8.714674470354997e-05,30/321 (9.35%),741/19699 (3.76%)
249,GO:0048869,cellular developmental process,biological_process,4.815158597585589e-06,8.815592360459696e-05,94/321 (29.28%),3743/19699 (19.00%)
250,GO:0090575,RNA polymerase II transcription regulator complex,cellular_component,5.066926718876562e-06,9.239571152309969e-05,16/321 (4.98%),256/19699 (1.30%)
251,GO:0045596,negative regulation of cell differentiation,biological_process,5.2285266218978176e-06,9.496415217629487e-05,28/321 (8.72%),668/19699 (3.39%)
252,GO:0006259,DNA metabolic process,biological_process,5.411569496514077e-06,9.790021180057284e-05,30/321 (9.35%),746/19699 (3.79%)
253,GO:0002520,immune system development,biological_process,5.816645699447242e-06,0.00010481412348964579,13/321 (4.05%),174/19699 (0.88%)
254,GO:0051240,positive regulation of multicellular organismal process,biological_process,6.213833261073627e-06,0.00011153221504287839,51/321 (15.89%),1646/19699 (8.36%)
255,GO:0051348,negative regulation of transferase activity,biological_process,6.498580823598915e-06,0.0001161875173031728,10/321 (3.12%),102/19699 (0.52%)
256,GO:0002831,regulation of response to biotic stimulus,biological_process,6.564976271392785e-06,0.00011691788480219758,25/321 (7.79%),564/19699 (2.86%)
257,GO:0045069,regulation of viral genome replication,biological_process,6.749229045586825e-06,0.00011973341605291047,9/321 (2.80%),81/19699 (0.41%)
258,GO:0008150,biological_process,biological_process,6.901407467730598e-06,0.00012196039374441292,310/321 (96.57%),17734/19699 (90.02%)
259,GO:0048524,positive regulation of viral process,biological_process,8.09774509330997e-06,0.00014226901854994475,8/321 (2.49%),63/19699 (0.32%)
260,GO:0070883,pre-miRNA binding,molecular_function,8.174951251613605e-06,0.00014226901854994475,4/321 (1.25%),9/19699 (0.05%)
261,GO:0180010,"co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway",biological_process,8.174951251613605e-06,0.00014226901854994475,4/321 (1.25%),9/19699 (0.05%)
262,GO:0070878,primary miRNA binding,molecular_function,8.174951251613605e-06,0.00014226901854994475,4/321 (1.25%),9/19699 (0.05%)
263,GO:0030154,cell differentiation,biological_process,8.421795250140496e-06,0.00014600968507535246,93/321 (28.97%),3740/19699 (18.99%)
264,GO:0006974,DNA damage response,biological_process,8.490791422183332e-06,0.00014665038618616268,31/321 (9.66%),803/19699 (4.08%)
265,GO:0006406,mRNA export from nucleus,biological_process,9.124855978584016e-06,0.00015700926997736482,8/321 (2.49%),64/19699 (0.32%)
266,GO:0048513,animal organ development,biological_process,1.115639869374551e-05,0.00019116678325760251,76/321 (23.68%),2890/19699 (14.67%)
267,GO:0008285,negative regulation of cell population proliferation,biological_process,1.1193510577460668e-05,0.00019116678325760251,28/321 (8.72%),696/19699 (3.53%)
268,GO:0097525,spliceosomal snRNP complex,cellular_component,1.2888997915410758e-05,0.00021930462252355031,8/321 (2.49%),67/19699 (0.34%)
269,GO:0008283,cell population proliferation,biological_process,1.302967598079525e-05,0.00022087713690407355,29/321 (9.03%),741/19699 (3.76%)
270,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",molecular_function,1.3088367828507808e-05,0.00022105335627704882,21/321 (6.54%),442/19699 (2.24%)
271,GO:1902555,endoribonuclease complex,cellular_component,1.3655544821208212e-05,0.00022978466414216907,6/321 (1.87%),33/19699 (0.17%)
272,GO:0044877,protein-containing complex binding,molecular_function,1.3756268869630577e-05,0.0002306316579351617,42/321 (13.08%),1288/19699 (6.54%)
273,GO:0000979,RNA polymerase II core promoter sequence-specific DNA binding,molecular_function,1.4122040583209614e-05,0.00023589992609251973,5/321 (1.56%),20/19699 (0.10%)
274,GO:0044092,negative regulation of molecular function,biological_process,1.4720220773038968e-05,0.0002449980017389068,18/321 (5.61%),343/19699 (1.74%)
275,GO:0051707,response to other organism,biological_process,1.4968686608188412e-05,0.0002482307195857912,45/321 (14.02%),1426/19699 (7.24%)
276,GO:0043207,response to external biotic stimulus,biological_process,1.5771775729390078e-05,0.00026060439535530107,45/321 (14.02%),1429/19699 (7.25%)
277,GO:0062153,C5-methylcytidine-containing RNA reader activity,molecular_function,1.6941360749418435e-05,0.00027693074339317205,3/321 (0.93%),4/19699 (0.02%)
278,GO:0090669,telomerase RNA stabilization,biological_process,1.6941360749418435e-05,0.00027693074339317205,3/321 (0.93%),4/19699 (0.02%)
279,GO:0160091,spliceosome-depend formation of circular RNA,biological_process,1.6941360749418435e-05,0.00027693074339317205,3/321 (0.93%),4/19699 (0.02%)
280,GO:0032211,negative regulation of telomere maintenance via telomerase,biological_process,1.8288647691995887e-05,0.00029789017966642414,5/321 (1.56%),21/19699 (0.11%)
281,GO:0034097,response to cytokine,biological_process,1.864742178658595e-05,0.0003026569131815741,31/321 (9.66%),836/19699 (4.24%)
282,GO:1901796,regulation of signal transduction by p53 class mediator,biological_process,2.0361212141025504e-05,0.0003293048338143948,10/321 (3.12%),116/19699 (0.59%)
283,GO:0075522,IRES-dependent viral translational initiation,biological_process,2.086426736519074e-05,0.0003362526469383029,4/321 (1.25%),11/19699 (0.06%)
284,GO:0001701,in utero embryonic development,biological_process,2.1089524447530624e-05,0.00033869036279420234,20/321 (6.23%),421/19699 (2.14%)
285,GO:0007389,pattern specification process,biological_process,2.1502015877302062e-05,0.00034410743591052986,21/321 (6.54%),457/19699 (2.32%)
286,GO:0035097,histone methyltransferase complex,cellular_component,2.2042088618965346e-05,0.00035152139236586895,8/321 (2.49%),72/19699 (0.37%)
287,GO:0032206,positive regulation of telomere maintenance,biological_process,2.4408511852021018e-05,0.00038790888453715344,8/321 (2.49%),73/19699 (0.37%)
288,GO:0010564,regulation of cell cycle process,biological_process,2.5218359895820073e-05,0.0003993925025715172,28/321 (8.72%),728/19699 (3.70%)
289,GO:0002682,regulation of immune system process,biological_process,2.6078123794757052e-05,0.0004115847331331139,49/321 (15.26%),1642/19699 (8.34%)
290,GO:1901987,regulation of cell cycle phase transition,biological_process,2.756169242982861e-05,0.00043350469502173724,20/321 (6.23%),429/19699 (2.18%)
291,GO:0043086,negative regulation of catalytic activity,biological_process,2.794202755512686e-05,0.0004379817127390946,12/321 (3.74%),173/19699 (0.88%)
292,GO:0031399,regulation of protein modification process,biological_process,2.8437004540051456e-05,0.00044421900948742493,26/321 (8.10%),654/19699 (3.32%)
293,GO:0050767,regulation of neurogenesis,biological_process,3.012311723548004e-05,0.0004689575087986127,18/321 (5.61%),362/19699 (1.84%)
294,GO:0010587,miRNA catabolic process,biological_process,3.0894845207935744e-05,0.0004777219814754118,4/321 (1.25%),12/19699 (0.06%)
295,GO:0000340,RNA 7-methylguanosine cap binding,molecular_function,3.0894845207935744e-05,0.0004777219814754118,4/321 (1.25%),12/19699 (0.06%)
296,GO:0070848,response to growth factor,biological_process,3.275004065551545e-05,0.000504703488485839,22/321 (6.85%),507/19699 (2.57%)
297,GO:0006950,response to stress,biological_process,4.081137975183214e-05,0.0006268244467252875,86/321 (26.79%),3518/19699 (17.86%)
298,GO:0071034,CUT catabolic process,biological_process,4.184094043187483e-05,0.0006383532811889703,3/321 (0.93%),5/19699 (0.03%)
299,GO:0033592,RNA strand annealing activity,molecular_function,4.184094043187483e-05,0.0006383532811889703,3/321 (0.93%),5/19699 (0.03%)
300,GO:0140666,annealing activity,molecular_function,4.405359922930151e-05,0.000667660012160639,4/321 (1.25%),13/19699 (0.07%)
301,GO:0060816,random inactivation of X chromosome,biological_process,4.405359922930151e-05,0.000667660012160639,4/321 (1.25%),13/19699 (0.07%)
302,GO:1903241,U2-type prespliceosome assembly,biological_process,4.5262544305269064e-05,0.0006837183672779422,5/321 (1.56%),25/19699 (0.13%)
303,GO:2001252,positive regulation of chromosome organization,biological_process,4.7478935022949646e-05,0.0007148390973685544,9/321 (2.80%),103/19699 (0.52%)
304,GO:0043175,RNA polymerase core enzyme binding,molecular_function,4.9684080917424285e-05,0.0007455870110132819,6/321 (1.87%),41/19699 (0.21%)
305,GO:2000736,regulation of stem cell differentiation,biological_process,5.218148796327773e-05,0.0007802677075325478,8/321 (2.49%),81/19699 (0.41%)
306,GO:0008284,positive regulation of cell population proliferation,biological_process,5.233606865031509e-05,0.0007802677075325478,32/321 (9.97%),925/19699 (4.70%)
307,GO:0006364,rRNA processing,biological_process,5.489415581826167e-05,0.0008157485427928041,13/321 (4.05%),215/19699 (1.09%)
308,GO:0050681,nuclear androgen receptor binding,molecular_function,5.5295340493823456e-05,0.000816408946581387,5/321 (1.56%),26/19699 (0.13%)
